 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000001e+00 
 1.00000000e-14  1.00000000e-14  1.00000000e-03  1.00000001e+00 
 2.00000000e-14  2.00000000e-14  2.00000000e-03  1.00000001e+00 
 4.00000000e-14  4.00000000e-14  4.00000000e-03  1.00000001e+00 
 8.00000000e-14  8.00000000e-14  8.00000000e-03  1.00000001e+00 
 1.60000000e-13  1.60000000e-13  1.60000000e-02  1.00000001e+00 
 3.20000000e-13  3.20000000e-13  3.20000000e-02  1.00000001e+00 
 6.40000000e-13  6.40000000e-13  6.40000000e-02  1.00000001e+00 
 1.28000000e-12  1.28000000e-12  1.28000000e-01  1.00000001e+00 
 2.28000000e-12  2.28000000e-12  2.28000000e-01  1.00000001e+00 
 3.28000000e-12  3.28000000e-12  3.28000000e-01  1.00000001e+00 
 4.28000000e-12  4.28000000e-12  4.28000000e-01  1.00000001e+00 
 5.28000000e-12  5.28000000e-12  5.28000000e-01  9.99801680e-01 
 6.28000000e-12  6.28000000e-12  6.28000000e-01  9.98539267e-01 
 7.28000000e-12  7.28000000e-12  7.28000000e-01  9.94858859e-01 
 8.28000000e-12  8.28000000e-12  8.28000000e-01  9.87387829e-01 
 9.28000000e-12  9.28000000e-12  9.28000000e-01  9.74754887e-01 
 1.00000000e-11  1.00000000e-11  1.00000000e+00  9.61733884e-01 
 1.01000000e-11  1.01000000e-11  1.00000000e+00  9.59673355e-01 
 1.03000000e-11  1.03000000e-11  1.00000000e+00  9.55551777e-01 
 1.07000000e-11  1.07000000e-11  1.00000000e+00  9.47308249e-01 
 1.15000000e-11  1.15000000e-11  1.00000000e+00  9.30825194e-01 
 1.25000000e-11  1.25000000e-11  1.00000000e+00  9.10228873e-01 
 1.35000000e-11  1.35000000e-11  1.00000000e+00  8.89640882e-01 
 1.45000000e-11  1.45000000e-11  1.00000000e+00  8.69061216e-01 
 1.55000000e-11  1.55000000e-11  1.00000000e+00  8.48489873e-01 
 1.65000000e-11  1.65000000e-11  1.00000000e+00  8.27926849e-01 
 1.75000000e-11  1.75000000e-11  1.00000000e+00  8.07372140e-01 
 1.85000000e-11  1.85000000e-11  1.00000000e+00  7.86825744e-01 
 1.95000000e-11  1.95000000e-11  1.00000000e+00  7.66287656e-01 
 2.05000000e-11  2.05000000e-11  1.00000000e+00  7.45757875e-01 
 2.15000000e-11  2.15000000e-11  1.00000000e+00  7.25236395e-01 
 2.25000000e-11  2.25000000e-11  1.00000000e+00  7.04723214e-01 
 2.35000000e-11  2.35000000e-11  1.00000000e+00  6.84218329e-01 
 2.45000000e-11  2.45000000e-11  1.00000000e+00  6.63721736e-01 
 2.55000000e-11  2.55000000e-11  1.00000000e+00  6.43233432e-01 
 2.65000000e-11  2.65000000e-11  1.00000000e+00  6.22753413e-01 
 2.75000000e-11  2.75000000e-11  1.00000000e+00  6.02281676e-01 
 2.85000000e-11  2.85000000e-11  1.00000000e+00  5.81818218e-01 
 2.95000000e-11  2.95000000e-11  1.00000000e+00  5.61363035e-01 
 3.05000000e-11  3.05000000e-11  1.00000000e+00  5.40917844e-01 
 3.15000000e-11  3.15000000e-11  1.00000000e+00  5.20506679e-01 
 3.25000000e-11  3.25000000e-11  1.00000000e+00  5.00179883e-01 
 3.35000000e-11  3.35000000e-11  1.00000000e+00  4.79992852e-01 
 3.45000000e-11  3.45000000e-11  1.00000000e+00  4.59999390e-01 
 3.55000000e-11  3.55000000e-11  1.00000000e+00  4.40251157e-01 
 3.65000000e-11  3.65000000e-11  1.00000000e+00  4.20797156e-01 
 3.75000000e-11  3.75000000e-11  1.00000000e+00  4.01683288e-01 
 3.85000000e-11  3.85000000e-11  1.00000000e+00  3.82951971e-01 
 3.95000000e-11  3.95000000e-11  1.00000000e+00  3.64641831e-01 
 4.05000000e-11  4.05000000e-11  1.00000000e+00  3.46787468e-01 
 4.15000000e-11  4.15000000e-11  1.00000000e+00  3.29419298e-01 
 4.25000000e-11  4.25000000e-11  1.00000000e+00  3.12563470e-01 
 4.35000000e-11  4.35000000e-11  1.00000000e+00  2.96241852e-01 
 4.45000000e-11  4.45000000e-11  1.00000000e+00  2.80472081e-01 
 4.55000000e-11  4.55000000e-11  1.00000000e+00  2.65267671e-01 
 4.65000000e-11  4.65000000e-11  1.00000000e+00  2.50638178e-01 
 4.75000000e-11  4.75000000e-11  1.00000000e+00  2.36589396e-01 
 4.85000000e-11  4.85000000e-11  1.00000000e+00  2.23123601e-01 
 4.95000000e-11  4.95000000e-11  1.00000000e+00  2.10239808e-01 
 5.05000000e-11  5.05000000e-11  1.00000000e+00  1.97934058e-01 
 5.15000000e-11  5.15000000e-11  1.00000000e+00  1.86199708e-01 
 5.25000000e-11  5.25000000e-11  1.00000000e+00  1.75027729e-01 
 5.35000000e-11  5.35000000e-11  1.00000000e+00  1.64407003e-01 
 5.45000000e-11  5.45000000e-11  1.00000000e+00  1.54324610e-01 
 5.55000000e-11  5.55000000e-11  1.00000000e+00  1.44766110e-01 
 5.65000000e-11  5.65000000e-11  1.00000000e+00  1.35715806e-01 
 5.75000000e-11  5.75000000e-11  1.00000000e+00  1.27156995e-01 
 5.85000000e-11  5.85000000e-11  1.00000000e+00  1.19072194e-01 
 5.95000000e-11  5.95000000e-11  1.00000000e+00  1.11443359e-01 
 6.05000000e-11  6.05000000e-11  1.00000000e+00  1.04252070e-01 
 6.15000000e-11  6.15000000e-11  1.00000000e+00  9.74797085e-02 
 6.25000000e-11  6.25000000e-11  1.00000000e+00  9.11076043e-02 
